Id,SalePrice
1461,132965.734375
1462,165273.515625
1463,185591.765625
1464,200691.390625
1465,180701.078125
1466,179114.109375
1467,178902.828125
1468,168191.4375
1469,171120.984375
1470,135144.890625
1471,180705.875
1472,97770.3046875
1473,95605.2265625
1474,148484.125
1475,109704.328125
1476,344845.78125
1477,254041.890625
1478,275328.375
1479,304708.3125
1480,544588.4375
1481,327484.78125
1482,207748.484375
1483,182726.1875
1484,167795.40625
1485,184774.390625
1486,197830.984375
1487,327287.25
1488,234822.421875
1489,200691.171875
1490,249701.453125
1491,185222.1875
1492,103050.4140625
1493,193243.515625
1494,300629.71875
1495,271153.75
1496,237836.28125
1497,178874.984375
1498,208800.0
1499,186629.03125
1500,168634.65625
1501,182627.625
1502,159548.984375
1503,297364.65625
1504,249822.578125
1505,244682.734375
1506,189772.609375
1507,242702.546875
1508,191431.09375
1509,164318.671875
1510,149086.484375
1511,161158.90625
1512,171189.234375
1513,146154.328125
1514,166534.828125
1515,169586.3125
1516,145778.53125
1517,161629.765625
1518,133641.515625
1519,206720.078125
1520,132115.359375
1521,137502.75
1522,166613.671875
1523,117720.96875
1524,113890.765625
1525,124866.6171875
1526,103429.2890625
1527,107007.765625
1528,138190.625
1529,158295.1875
1530,179683.3125
1531,124459.828125
1532,96749.671875
1533,143551.8125
1534,127277.2578125
1535,131256.65625
1536,100058.765625
1537,53636.00390625
1538,142196.46875
1539,271320.5
1540,96297.8203125
1541,156671.40625
1542,164581.8125
1543,166807.8125
1544,85678.359375
1545,106436.96875
1546,131893.265625
1547,133748.703125
1548,144190.046875
1549,137270.828125
1550,133422.6875
1551,103358.296875
1552,148937.421875
1553,144525.1875
1554,120373.8828125
1555,172331.609375
1556,62440.53125
1557,112015.0625
1558,106272.1875
1559,44744.64453125
1560,132228.53125
1561,142706.0625
1562,128283.8671875
1563,118618.984375
1564,160287.546875
1565,165042.6875
1566,246249.046875
1567,70407.71875
1568,231188.765625
1569,140771.640625
1570,138835.078125
1571,99154.5859375
1572,143065.078125
1573,182041.609375
1574,135136.90625
1575,213066.640625
1576,238981.203125
1577,185370.03125
1578,160879.421875
1579,138888.671875
1580,187050.515625
1581,156802.296875
1582,124183.4921875
1583,299104.46875
1584,228062.59375
1585,141954.765625
1586,77605.7265625
1587,107740.203125
1588,136333.171875
1589,97075.0390625
1590,140796.890625
1591,83268.0234375
1592,127878.90625
1593,127858.625
1594,140196.703125
1595,116617.8359375
1596,215348.875
1597,187428.671875
1598,204941.28125
1599,123475.71875
1600,121514.015625
1601,61109.6328125
1602,126035.96875
1603,72123.78125
1604,251177.34375
1605,219729.3125
1606,174328.625
1607,165000.46875
1608,220772.640625
1609,184852.265625
1610,163824.6875
1611,135321.640625
1612,175229.171875
1613,168322.71875
1614,104214.6640625
1615,90009.0234375
1616,71217.8671875
1617,86719.125
1618,137383.171875
1619,155971.71875
1620,180044.546875
1621,139636.359375
1622,148585.921875
1623,234502.609375
1624,209812.859375
1625,111487.09375
1626,167311.296875
1627,193724.015625
1628,266938.6875
1629,175439.09375
1630,365469.75
1631,238147.59375
1632,242333.265625
1633,168490.859375
1634,185294.609375
1635,180828.015625
1636,157724.828125
1637,204622.953125
1638,179488.03125
1639,176595.328125
1640,221093.75
1641,179114.46875
1642,262063.328125
1643,222750.609375
1644,264647.75
1645,200200.203125
1646,165979.796875
1647,166496.84375
1648,132804.453125
1649,148352.96875
1650,118523.578125
1651,126808.0
1652,97298.5546875
1653,98985.171875
1654,144270.515625
1655,134781.3125
1656,144389.03125
1657,145048.890625
1658,144459.25
1659,119974.4609375
1660,153985.03125
1661,379058.4375
1662,374722.03125
1663,372771.5625
1664,483009.375
1665,306452.21875
1666,298161.84375
1667,418819.34375
1668,335040.5625
1669,309039.4375
1670,341134.78125
1671,267061.8125
1672,403678.0
1673,297883.09375
1674,252418.515625
1675,199292.65625
1676,203323.625
1677,222745.765625
1678,561286.4375
1679,389854.75
1680,329081.71875
1681,243793.0625
1682,328552.0
1683,202831.734375
1684,174325.640625
1685,173258.578125
1686,174060.75
1687,161067.53125
1688,195763.265625
1689,189230.3125
1690,197163.328125
1691,188262.515625
1692,243136.6875
1693,178983.234375
1694,183102.25
1695,166642.359375
1696,245257.015625
1697,169723.875
1698,349168.03125
1699,340888.40625
1700,258683.59375
1701,254106.84375
1702,222570.078125
1703,220280.171875
1704,264994.90625
1705,228907.640625
1706,231890.296875
1707,218477.796875
1708,214838.671875
1709,262568.4375
1710,227306.125
1711,268511.03125
