Id,SalePrice
1461,133226.625
1462,163965.4375
1463,186676.640625
1464,199665.25
1465,181214.453125
1466,178889.71875
1467,180391.328125
1468,168981.15625
1469,173262.359375
1470,136211.734375
1471,185264.125
1472,97400.0703125
1473,95180.2109375
1474,148423.640625
1475,109854.1015625
1476,348265.125
1477,252806.640625
1478,275694.9375
1479,307321.25
1480,542477.375
1481,327457.03125
1482,208863.375
1483,183639.03125
1484,168049.53125
1485,185983.453125
1486,199361.984375
1487,328736.71875
1488,233561.09375
1489,200549.828125
1490,251463.921875
1491,187588.265625
1492,100151.125
1493,195691.59375
1494,303079.875
1495,274378.28125
1496,239980.390625
1497,179516.609375
1498,203292.84375
1499,186391.03125
1500,164568.921875
1501,184920.625
1502,159477.265625
1503,294487.46875
1504,249833.390625
1505,243004.40625
1506,189813.140625
1507,250254.171875
1508,195095.6875
1509,163754.515625
1510,149785.0625
1511,162082.65625
1512,172622.984375
1513,148099.25
1514,172331.265625
1515,169175.96875
1516,144747.671875
1517,162940.3125
1518,133971.359375
1519,207989.609375
1520,131641.359375
1521,136187.515625
1522,166390.171875
1523,118078.7578125
1524,113283.15625
1525,124185.6640625
1526,102513.390625
1527,105730.65625
1528,137456.25
1529,156440.96875
1530,182894.40625
1531,126795.1015625
1532,97603.734375
1533,143210.359375
1534,127858.6171875
1535,131322.71875
1536,98968.3359375
1537,58035.52734375
1538,139856.34375
1539,270661.25
1540,92676.578125
1541,163747.53125
1542,165722.3125
1543,167574.5625
1544,87566.171875
1545,106138.40625
1546,136062.8125
1547,134797.890625
1548,144372.0
1549,133439.765625
1550,134017.796875
1551,110349.6953125
1552,149938.953125
1553,145871.6875
1554,117260.5625
1555,174321.9375
1556,66599.8359375
1557,110102.96875
1558,103517.921875
1559,42130.01171875
1560,133175.046875
1561,144485.6875
1562,127232.375
1563,118606.1953125
1564,160423.046875
1565,166353.671875
1566,248283.75
1567,67941.25
1568,232718.578125
1569,139709.015625
1570,138871.03125
1571,97886.125
1572,143709.140625
1573,182219.5625
1574,125968.7890625
1575,215192.578125
1576,233218.65625
1577,184826.046875
1578,170001.4375
1579,142111.75
1580,186591.34375
1581,156967.8125
1582,123992.4296875
1583,302101.1875
1584,228082.421875
1585,142058.140625
1586,76198.5703125
1587,116381.109375
1588,138761.953125
1589,100957.265625
1590,141297.671875
1591,83053.34375
1592,126984.9296875
1593,127671.4765625
1594,139711.78125
1595,118208.515625
1596,214212.0
1597,190267.90625
1598,202418.1875
1599,127811.8515625
1600,122307.0546875
1601,59258.546875
1602,126320.3046875
1603,76445.421875
1604,253222.875
1605,220334.875
1606,174773.703125
1607,165588.5
1608,219500.546875
1609,183486.953125
1610,163810.125
1611,136107.09375
1612,175562.296875
1613,168349.59375
1614,104571.0234375
1615,89280.3828125
1616,71041.625
1617,86881.5078125
1618,135811.59375
1619,157051.375
1620,178386.234375
1621,138455.875
1622,147935.9375
1623,239869.609375
1624,215987.71875
1625,111277.0703125
1626,168801.234375
1627,193936.75
1628,265701.875
1629,175463.234375
1630,364088.0625
1631,234696.609375
1632,242439.3125
1633,169215.21875
1634,186430.859375
1635,181045.78125
1636,158037.484375
1637,204297.21875
1638,180262.984375
1639,176309.796875
1640,221324.203125
1641,178280.40625
1642,263696.71875
1643,223405.90625
1644,263833.25
1645,198911.296875
1646,165404.921875
1647,166038.25
1648,133365.359375
1649,149122.671875
1650,118996.3203125
1651,127326.3671875
1652,96739.6875
1653,98678.1015625
1654,144650.296875
1655,134846.0
1656,144947.828125
1657,145501.71875
1658,145015.390625
1659,119896.1015625
1660,153132.34375
1661,381343.90625
1662,374020.84375
1663,372040.53125
1664,488926.28125
1665,306070.5625
1666,301328.96875
1667,413073.28125
1668,333507.875
1669,306164.03125
1670,342873.125
1671,266972.96875
1672,402628.59375
1673,297860.1875
1674,251655.09375
1675,200362.25
1676,203107.78125
1677,222528.359375
1678,557747.125
1679,390757.125
1680,323331.84375
1681,245153.390625
1682,329395.125
1683,202213.484375
1684,172802.640625
1685,175080.78125
1686,173348.015625
1687,163650.015625
1688,196866.96875
1689,191379.359375
1690,197951.859375
1691,189038.5625
1692,245782.046875
1693,182062.078125
1694,183999.359375
1695,167024.78125
1696,243498.78125
1697,169691.5625
1698,346604.5
1699,335047.40625
1700,259962.828125
1701,256709.859375
1702,223351.9375
1703,221241.09375
1704,262898.0
1705,231490.734375
1706,232180.671875
1707,217996.5
1708,215532.640625
1709,260234.890625
1710,226626.984375
1711,270315.4375
1712,252056.71875
1713,289055.625
1714,235944.6875
1715,217662.9375
1716,182032.578125
1717,171752.859375
1718,137689.828125
1719,210947.53125
1720,239484.953125
1721,158401.203125
1722,131848.109375
1723,163988.390625
1724,196098.15625
1725,237677.375
1726,194696.25
1727,161411.34375
1728,186312.203125
1729,176324.453125
1730,142239.953125
1731,114435.6015625
1732,137964.4375
1733,117808.8671875
1734,150584.96875
1735,133300.296875
1736,110837.1484375
1737,363805.15625
1738,282997.8125
1739,235882.515625
1740,208434.09375
1741,190784.828125
1742,178393.875
1743,173553.6875
1744,476074.09375
1745,210950.453125
1746,176106.625
1747,195726.015625
1748,227379.578125
1749,158740.984375
1750,123066.5859375
1751,223083.359375
1752,124268.0625
1753,150078.109375
1754,197370.296875
1755,171210.234375
1756,139075.3125
1757,118597.875
1758,143847.625
1759,151705.84375
1760,163728.28125
1761,137920.203125
1762,180411.5625
1763,161982.3125
1764,118374.3671875
1765,152030.84375
1766,188283.078125
1767,206073.234375
1768,141027.078125
1769,165055.390625
1770,150407.015625
1771,124909.7890625
1772,142802.65625
1773,133698.21875
1774,142541.796875
1775,138105.140625
1776,133189.328125
1777,106330.078125
1778,134787.359375
1779,134616.03125
1780,168973.640625
1781,128218.015625
1782,86857.28125
1783,142893.140625
1784,114691.921875
1785,124011.1953125
1786,129899.1640625
1787,148462.625
1788,55128.70703125
1789,91730.4453125
1790,86146.234375
1791,185700.921875
1792,161268.75
1793,136255.53125
1794,149061.484375
1795,132811.5625
1796,105834.296875
1797,115992.6328125
1798,123968.0859375
1799,115167.7578125
1800,141155.0
1801,134448.59375
1802,118599.8125
1803,154860.40625
1804,137924.375
1805,136279.84375
1806,123940.96875
1807,148721.640625
1808,120053.5078125
1809,123587.3046875
1810,137278.25
1811,88977.9921875
1812,93107.171875
1813,117079.3125
1814,129009.984375
1815,46161.9375
1816,93358.5234375
1817,121803.0
1818,211258.9375
1819,137464.859375
1820,38367.9375
1821,92866.6640625
1822,151748.296875
1823,30327.779296875
1824,130748.7890625
1825,132612.140625
1826,111715.234375
1827,97624.8515625
1828,142950.703125
1829,127765.4921875
1830,146540.0
1831,153383.21875
1832,78715.046875
1833,152287.3125
1834,126455.1484375
1835,119732.1328125
1836,137540.375
1837,102586.0390625
1838,126906.9140625
1839,100010.7109375
1840,141748.71875
1841,131822.234375
1842,90130.578125
1843,133709.296875
1844,138374.421875
1845,151632.0
1846,152465.796875
1847,174391.171875
1848,43119.16015625
1849,76144.6640625
1850,119478.8203125
1851,140792.78125
1852,119709.5703125
1853,126736.3828125
1854,159994.4375
1855,147902.46875
1856,222938.734375
1857,122942.6171875
1858,140772.515625
1859,116705.7265625
1860,152257.546875
1861,116238.9140625
1862,314071.1875
1863,280923.65625
1864,280941.375
1865,382175.125
1866,321143.25
1867,223023.5625
1868,278581.15625
1869,210342.75
1870,219758.0625
1871,255666.828125
1872,177940.59375
1873,265806.8125
1874,145003.015625
1875,181694.046875
1876,200869.421875
1877,216080.859375
1878,210734.40625
1879,128080.8046875
1880,134092.828125
1881,267761.75
1882,238546.859375
1883,189880.5
1884,202991.6875
1885,201233.234375
1886,274405.0
1887,215054.796875
1888,261774.1875
1889,180106.015625
1890,116078.3046875
1891,112102.5390625
1892,97130.4375
1893,128213.0234375
1894,125761.0625
1895,131587.71875
1896,123499.7890625
1897,129237.890625
1898,111573.7890625
1899,164259.578125
1900,206110.15625
1901,194401.6875
1902,155362.546875
1903,181106.3125
1904,166862.671875
1905,188545.765625
1906,150803.453125
1907,202177.09375
1908,102462.21875
1909,130758.0234375
1910,117927.984375
1911,203960.15625
1912,361326.15625
1913,144708.875
1914,58338.33984375
1915,403217.375
1916,79977.3046875
1917,224541.21875
1918,152560.484375
1919,179858.296875
1920,146413.578125
1921,404599.09375
1922,336287.71875
1923,235227.03125
1924,282712.3125
1925,202280.390625
1926,405867.25
1927,135261.703125
1928,157611.359375
1929,128308.765625
1930,141062.359375
1931,139373.546875
1932,132119.265625
1933,164776.5625
1934,181535.640625
1935,175824.0625
1936,190529.765625
1937,186283.28125
1938,168094.75
1939,247676.8125
1940,177959.859375
1941,177908.734375
1942,168857.296875
1943,195535.015625
1944,400482.65625
1945,469922.25
1946,142230.359375
1947,175313.875
1948,180694.078125
1949,242145.484375
1950,180211.265625
1951,263213.34375
1952,188085.53125
1953,180437.609375
1954,180126.046875
1955,133492.328125
1956,268361.53125
1957,156134.65625
1958,234304.25
1959,146813.828125
1960,116614.8359375
1961,130334.2578125
1962,93508.6171875
1963,103259.5546875
1964,108771.0390625
1965,145753.234375
1966,136987.984375
1967,306000.78125
1968,450871.875
1969,375818.65625
1970,453406.15625
1971,437236.9375
1972,386753.9375
1973,279502.34375
1974,332026.1875
1975,587416.625
1976,280666.28125
1977,354693.5
1978,346033.1875
1979,312586.84375
1980,208325.921875
1981,343550.65625
1982,227783.578125
1983,208077.671875
1984,170986.9375
1985,236276.171875
1986,225132.21875
1987,181698.4375
1988,180401.75
1989,196934.140625
1990,211222.03125
1991,225240.828125
1992,202991.375
1993,168871.234375
1994,210615.828125
1995,185345.3125
1996,233568.109375
1997,284776.65625
1998,316386.28125
1999,309563.03125
2000,315185.125
2001,295758.125
2002,236583.546875
2003,253910.78125
2004,271011.1875
2005,221184.953125
2006,219218.171875
2007,247427.875
2008,226908.390625
2009,222099.28125
2010,178260.171875
2011,143397.203125
2012,169507.234375
2013,180195.734375
2014,179654.640625
2015,200346.9375
2016,193622.296875
2017,190987.625
2018,128075.9609375
2019,130913.21875
2020,101660.34375
2021,103239.6796875
2022,221686.265625
2023,139680.796875
2024,256197.453125
2025,364641.875
2026,177014.21875
2027,169258.703125
2028,152507.0625
2029,170576.921875
2030,258785.203125
2031,211398.765625
2032,233666.265625
2033,241985.0625
2034,174545.484375
2035,223514.640625
2036,197454.109375
2037,236316.453125
2038,289170.8125
2039,215512.671875
2040,417617.75
2041,332556.15625
2042,209222.71875
2043,181259.453125
2044,177960.921875
2045,197699.640625
2046,161204.625
2047,145382.53125
2048,138893.453125
2049,143347.125
2050,176307.0
2051,108643.421875
2052,123577.1953125
2053,143058.328125
2054,112049.5625
2055,171491.671875
2056,141555.765625
2057,108287.7734375
2058,196953.265625
2059,138093.5
2060,175975.890625
2061,159248.953125
2062,131030.984375
2063,117019.59375
2064,138515.59375
2065,111503.3828125
2066,167649.65625
2067,106375.1484375
2068,145962.90625
2069,72152.8984375
2070,106346.15625
2071,78356.203125
2072,169904.59375
2073,140288.234375
2074,189245.78125
2075,134719.4375
2076,107971.5078125
2077,168057.09375
2078,131342.796875
2079,131574.921875
2080,126877.2578125
2081,134228.28125
2082,119531.3125
2083,151504.390625
2084,118053.78125
2085,116808.4375
2086,99166.7421875
2087,109097.859375
2088,103136.59375
2089,80496.9375
2090,111442.796875
2091,99717.9375
2092,122075.5
2093,113059.2109375
2094,102350.8046875
2095,143025.28125
2096,86441.15625
2097,95431.703125
2098,145958.140625
2099,38500.7109375
2100,57071.9296875
2101,143041.40625
2102,109357.6640625
2103,99951.4921875
2104,136650.375
2105,130205.7734375
2106,108425.4609375
2107,173758.46875
2108,105873.5390625
2109,106582.5
2110,110052.8046875
2111,119671.5078125
2112,145550.4375
2113,120477.625
2114,136246.328125
2115,158193.71875
2116,111351.9296875
2117,156191.390625
2118,121354.3828125
2119,114779.1015625
2120,117546.7890625
2121,107083.265625
2122,124618.5
2123,84706.4765625
2124,167823.390625
2125,119822.5703125
2126,157418.703125
2127,164470.53125
2128,143878.21875
2129,87680.375
2130,150526.640625
2131,139176.21875
2132,114634.6875
2133,128532.515625
2134,133114.015625
2135,122308.546875
2136,113039.453125
2137,102811.4453125
2138,127640.125
2139,154008.765625
2140,147992.75
2141,156083.859375
2142,124495.3203125
2143,147184.390625
2144,125960.3515625
2145,143048.484375
2146,166484.25
2147,131430.640625
